player_id,club_id,start_date,end_date,salary_krw,status
20250335,3,2026-01-01,2028-01-01,35226000,active
20250061,3,2026-01-01,2028-01-01,281808000,active
20220244,3,2026-01-01,2028-01-01,88065000,active
20240275,3,2026-01-01,2028-01-01,35226000,active
20230256,3,2026-01-01,2028-01-01,35226000,active
20180025,3,2026-01-01,2028-01-01,140904000,active
20190057,3,2026-01-01,2028-01-01,35226000,active
20250282,3,2026-01-01,2028-01-01,35226000,active
20220300,3,2026-01-01,2028-01-01,35226000,active
20260060,3,2026-01-01,2028-01-01,35226000,active
20250353,3,2026-01-01,2028-01-01,52839000,active
20220276,3,2026-01-01,2028-01-01,35226000,active
20250078,3,2026-01-01,2028-01-01,35226000,active
20240108,3,2026-01-01,2028-01-01,35226000,active
20150052,3,2026-01-01,2028-01-01,176130000,active
20190084,3,2026-01-01,2028-01-01,70452000,active
20260056,3,2026-01-01,2028-01-01,35226000,active
20260148,3,2026-01-01,2028-01-01,35226000,active
20230043,3,2026-01-01,2028-01-01,176130000,active
20260020,3,2026-01-01,2028-01-01,35226000,active
20250051,3,2026-01-01,2028-01-01,35226000,active
20260059,3,2026-01-01,2028-01-01,35226000,active
20150104,3,2026-01-01,2028-01-01,70452000,active
20240042,3,2026-01-01,2028-01-01,35226000,active
20240273,3,2026-01-01,2028-01-01,35226000,active
20230270,4,2026-01-01,2028-01-01,52839000,active
20230308,4,2026-01-01,2028-01-01,88065000,active
20260300,4,2026-01-01,2028-01-01,35226000,active
20230203,4,2026-01-01,2028-01-01,35226000,active
20250074,4,2026-01-01,2028-01-01,35226000,active
20240100,4,2026-01-01,2028-01-01,35226000,active
20180157,4,2026-01-01,2028-01-01,35226000,active
20210112,4,2026-01-01,2028-01-01,52839000,active
20240097,4,2026-01-01,2028-01-01,35226000,active
20210104,4,2026-01-01,2028-01-01,105678000,active
20260040,4,2026-01-01,2028-01-01,35226000,active
20260038,4,2026-01-01,2028-01-01,35226000,active
20250073,4,2026-01-01,2028-01-01,35226000,active
20220341,4,2026-01-01,2028-01-01,35226000,active
20260317,4,2026-01-01,2028-01-01,35226000,active
20100014,4,2026-01-01,2028-01-01,35226000,active
20160113,4,2026-01-01,2028-01-01,35226000,active
20160098,4,2026-01-01,2028-01-01,105678000,active
20220063,4,2026-01-01,2028-01-01,35226000,active
20170164,4,2026-01-01,2028-01-01,105678000,active
20210116,4,2026-01-01,2028-01-01,52839000,active
20250091,4,2026-01-01,2028-01-01,35226000,active
20260043,4,2026-01-01,2028-01-01,35226000,active
20250070,4,2026-01-01,2028-01-01,35226000,active
20260036,4,2026-01-01,2028-01-01,35226000,active
20250075,4,2026-01-01,2028-01-01,35226000,active
20250307,4,2026-01-01,2028-01-01,35226000,active
20260037,4,2026-01-01,2028-01-01,35226000,active
20240294,4,2026-01-01,2028-01-01,35226000,active
20180057,4,2026-01-01,2028-01-01,35226000,active
20260042,4,2026-01-01,2028-01-01,35226000,active
20240099,4,2026-01-01,2028-01-01,35226000,active
20250220,4,2026-01-01,2028-01-01,35226000,active
20130134,4,2026-01-01,2028-01-01,35226000,active
20230068,4,2026-01-01,2028-01-01,35226000,active
20250305,4,2026-01-01,2028-01-01,35226000,active
20210192,4,2026-01-01,2028-01-01,35226000,active
20200066,4,2026-01-01,2028-01-01,70452000,active
20180235,4,2026-01-01,2028-01-01,105678000,active
20260041,4,2026-01-01,2028-01-01,35226000,active
20260301,4,2026-01-01,2028-01-01,35226000,active
20250071,4,2026-01-01,2028-01-01,35226000,active
20200077,4,2026-01-01,2028-01-01,88065000,active
20260039,4,2026-01-01,2028-01-01,35226000,active
20240128,4,2026-01-01,2028-01-01,35226000,active
20230067,4,2026-01-01,2028-01-01,52839000,active
20260130,4,2026-01-01,2028-01-01,35226000,active
20170182,4,2026-01-01,2028-01-01,52839000,active
20220064,4,2026-01-01,2028-01-01,35226000,active
20250072,4,2026-01-01,2028-01-01,35226000,active
20250015,5,2026-01-01,2028-01-01,35226000,active
20180215,5,2026-01-01,2028-01-01,35226000,active
20260026,5,2026-01-01,2028-01-01,35226000,active
20200146,5,2026-01-01,2028-01-01,105678000,active
20060066,5,2026-01-01,2028-01-01,35226000,active
20210182,5,2026-01-01,2028-01-01,35226000,active
20150253,5,2026-01-01,2028-01-01,35226000,active
20260027,5,2026-01-01,2028-01-01,35226000,active
20250021,5,2026-01-01,2028-01-01,35226000,active
20150067,5,2026-01-01,2028-01-01,35226000,active
20180056,5,2026-01-01,2028-01-01,35226000,active
20260025,5,2026-01-01,2028-01-01,35226000,active
20240233,5,2026-01-01,2028-01-01,35226000,active
20250017,5,2026-01-01,2028-01-01,35226000,active
20260023,5,2026-01-01,2028-01-01,35226000,active
20130410,5,2026-01-01,2028-01-01,35226000,active
20250019,5,2026-01-01,2028-01-01,35226000,active
20230089,5,2026-01-01,2028-01-01,35226000,active
20200043,5,2026-01-01,2028-01-01,35226000,active
20210161,5,2026-01-01,2028-01-01,123291000,active
20200030,5,2026-01-01,2028-01-01,35226000,active
20230225,5,2026-01-01,2028-01-01,35226000,active
20250022,5,2026-01-01,2028-01-01,35226000,active
20230148,5,2026-01-01,2028-01-01,35226000,active
20260021,5,2026-01-01,2028-01-01,35226000,active
20240061,5,2026-01-01,2028-01-01,35226000,active
20240298,5,2026-01-01,2028-01-01,35226000,active
20130151,5,2026-01-01,2028-01-01,35226000,active
20220160,5,2026-01-01,2028-01-01,35226000,active
20240277,5,2026-01-01,2028-01-01,35226000,active
20160079,5,2026-01-01,2028-01-01,70452000,active
20060073,5,2026-01-01,2028-01-01,35226000,active
20240063,5,2026-01-01,2028-01-01,35226000,active
20260022,5,2026-01-01,2028-01-01,35226000,active
20230159,5,2026-01-01,2028-01-01,35226000,active
20260024,5,2026-01-01,2028-01-01,70452000,active
20250309,5,2026-01-01,2028-01-01,35226000,active
20250020,5,2026-01-01,2028-01-01,35226000,active
20240062,5,2026-01-01,2028-01-01,35226000,active
20220334,5,2026-01-01,2028-01-01,35226000,active
20240286,6,2026-01-01,2028-01-01,35226000,active
20260164,6,2026-01-01,2028-01-01,35226000,active
20230053,6,2026-01-01,2028-01-01,52839000,active
20210305,6,2026-01-01,2028-01-01,35226000,active
20220113,6,2026-01-01,2028-01-01,35226000,active
20250189,6,2026-01-01,2028-01-01,35226000,active
20220087,6,2026-01-01,2028-01-01,35226000,active
20180127,6,2026-01-01,2028-01-01,35226000,active
20170188,6,2026-01-01,2028-01-01,35226000,active
20140059,6,2026-01-01,2028-01-01,35226000,active
20260165,6,2026-01-01,2028-01-01,35226000,active
20180020,6,2026-01-01,2028-01-01,35226000,active
20240187,6,2026-01-01,2028-01-01,35226000,active
20260160,6,2026-01-01,2028-01-01,35226000,active
20250190,6,2026-01-01,2028-01-01,35226000,active
20260162,6,2026-01-01,2028-01-01,52839000,active
20230054,6,2026-01-01,2028-01-01,35226000,active
20220167,6,2026-01-01,2028-01-01,35226000,active
20240102,6,2026-01-01,2028-01-01,35226000,active
20190131,6,2026-01-01,2028-01-01,35226000,active
20260168,6,2026-01-01,2028-01-01,35226000,active
20230031,6,2026-01-01,2028-01-01,35226000,active
20190064,6,2026-01-01,2028-01-01,70452000,active
20260167,6,2026-01-01,2028-01-01,35226000,active
20250191,6,2026-01-01,2028-01-01,35226000,active
20140100,6,2026-01-01,2028-01-01,35226000,active
20240105,6,2026-01-01,2028-01-01,35226000,active
20240103,6,2026-01-01,2028-01-01,35226000,active
20170147,6,2026-01-01,2028-01-01,35226000,active
20220279,6,2026-01-01,2028-01-01,52839000,active
20260166,6,2026-01-01,2028-01-01,35226000,active
20120127,6,2026-01-01,2028-01-01,35226000,active
20040081,6,2026-01-01,2028-01-01,35226000,active
20260161,6,2026-01-01,2028-01-01,52839000,active
20160125,6,2026-01-01,2028-01-01,35226000,active
20160094,6,2026-01-01,2028-01-01,35226000,active
20260163,6,2026-01-01,2028-01-01,35226000,active
20130102,7,2026-01-01,2028-01-01,35226000,active
20140135,7,2026-01-01,2028-01-01,35226000,active
20240077,7,2026-01-01,2028-01-01,35226000,active
20130101,7,2026-01-01,2028-01-01,35226000,active
20260092,7,2026-01-01,2028-01-01,35226000,active
20250084,7,2026-01-01,2028-01-01,35226000,active
20220038,7,2026-01-01,2028-01-01,35226000,active
20130191,7,2026-01-01,2028-01-01,35226000,active
20150080,7,2026-01-01,2028-01-01,35226000,active
20150026,7,2026-01-01,2028-01-01,35226000,active
20250087,7,2026-01-01,2028-01-01,70452000,active
20240066,7,2026-01-01,2028-01-01,35226000,active
20240084,7,2026-01-01,2028-01-01,35226000,active
20230138,7,2026-01-01,2028-01-01,35226000,active
20240081,7,2026-01-01,2028-01-01,35226000,active
20260091,7,2026-01-01,2028-01-01,35226000,active
20260090,7,2026-01-01,2028-01-01,35226000,active
20260094,7,2026-01-01,2028-01-01,35226000,active
20250365,7,2026-01-01,2028-01-01,35226000,active
20240243,7,2026-01-01,2028-01-01,35226000,active
20200170,7,2026-01-01,2028-01-01,35226000,active
20100031,7,2026-01-01,2028-01-01,35226000,active
20230180,7,2026-01-01,2028-01-01,35226000,active
20190375,7,2026-01-01,2028-01-01,70452000,active
20190085,7,2026-01-01,2028-01-01,35226000,active
20150130,7,2026-01-01,2028-01-01,35226000,active
20260089,7,2026-01-01,2028-01-01,35226000,active
20180108,7,2026-01-01,2028-01-01,35226000,active
20260093,7,2026-01-01,2028-01-01,35226000,active
20160004,7,2026-01-01,2028-01-01,35226000,active
20160073,7,2026-01-01,2028-01-01,35226000,active
20260307,7,2026-01-01,2028-01-01,35226000,active
20240078,7,2026-01-01,2028-01-01,105678000,active
20200084,7,2026-01-01,2028-01-01,35226000,active
20250086,7,2026-01-01,2028-01-01,35226000,active
20240082,7,2026-01-01,2028-01-01,35226000,active
20240080,7,2026-01-01,2028-01-01,35226000,active
20260223,8,2026-01-01,2028-01-01,35226000,active
20210165,8,2026-01-01,2028-01-01,35226000,active
20180166,8,2026-01-01,2028-01-01,35226000,active
20250098,8,2026-01-01,2028-01-01,35226000,active
20260226,8,2026-01-01,2028-01-01,35226000,active
20260221,8,2026-01-01,2028-01-01,35226000,active
20200103,8,2026-01-01,2028-01-01,35226000,active
20100101,8,2026-01-01,2028-01-01,35226000,active
20250093,8,2026-01-01,2028-01-01,70452000,active
20120108,8,2026-01-01,2028-01-01,35226000,active
20240129,8,2026-01-01,2028-01-01,35226000,active
20260294,8,2026-01-01,2028-01-01,105678000,active
20210111,8,2026-01-01,2028-01-01,35226000,active
20260224,8,2026-01-01,2028-01-01,35226000,active
20220166,8,2026-01-01,2028-01-01,35226000,active
20200176,8,2026-01-01,2028-01-01,35226000,active
20260228,8,2026-01-01,2028-01-01,123291000,active
20180104,8,2026-01-01,2028-01-01,35226000,active
20210123,8,2026-01-01,2028-01-01,35226000,active
20260269,8,2026-01-01,2028-01-01,35226000,active
20250094,8,2026-01-01,2028-01-01,35226000,active
20160156,8,2026-01-01,2028-01-01,70452000,active
20200070,8,2026-01-01,2028-01-01,35226000,active
20250099,8,2026-01-01,2028-01-01,35226000,active
20260225,8,2026-01-01,2028-01-01,35226000,active
20260227,8,2026-01-01,2028-01-01,35226000,active
20250100,8,2026-01-01,2028-01-01,35226000,active
20130108,8,2026-01-01,2028-01-01,35226000,active
20160047,8,2026-01-01,2028-01-01,35226000,active
20240217,8,2026-01-01,2028-01-01,35226000,active
20250095,8,2026-01-01,2028-01-01,35226000,active
20240323,8,2026-01-01,2028-01-01,52839000,active
20210108,8,2026-01-01,2028-01-01,35226000,active
20140115,8,2026-01-01,2028-01-01,35226000,active
20260222,8,2026-01-01,2028-01-01,52839000,active
20210184,9,2026-01-01,2028-01-01,35226000,active
20220242,9,2026-01-01,2028-01-01,35226000,active
20140203,9,2026-01-01,2028-01-01,35226000,active
20190161,9,2026-01-01,2028-01-01,35226000,active
20160130,9,2026-01-01,2028-01-01,35226000,active
20220051,9,2026-01-01,2028-01-01,35226000,active
20230045,9,2026-01-01,2028-01-01,35226000,active
20250310,9,2026-01-01,2028-01-01,35226000,active
20230046,9,2026-01-01,2028-01-01,35226000,active
20200142,9,2026-01-01,2028-01-01,35226000,active
20250150,9,2026-01-01,2028-01-01,35226000,active
20260109,9,2026-01-01,2028-01-01,88065000,active
20210174,9,2026-01-01,2028-01-01,35226000,active
20230333,9,2026-01-01,2028-01-01,35226000,active
20220353,9,2026-01-01,2028-01-01,35226000,active
20220050,9,2026-01-01,2028-01-01,35226000,active
20200048,9,2026-01-01,2028-01-01,35226000,active
20260112,9,2026-01-01,2028-01-01,35226000,active
20240044,9,2026-01-01,2028-01-01,35226000,active
20230104,9,2026-01-01,2028-01-01,35226000,active
20260110,9,2026-01-01,2028-01-01,35226000,active
20210159,9,2026-01-01,2028-01-01,35226000,active
20250363,9,2026-01-01,2028-01-01,35226000,active
20100134,9,2026-01-01,2028-01-01,35226000,active
20260111,9,2026-01-01,2028-01-01,35226000,active
20230139,9,2026-01-01,2028-01-01,35226000,active
20160010,9,2026-01-01,2028-01-01,35226000,active
20240180,9,2026-01-01,2028-01-01,35226000,active
20190194,9,2026-01-01,2028-01-01,35226000,active
20150097,9,2026-01-01,2028-01-01,35226000,active
20250152,9,2026-01-01,2028-01-01,35226000,active
20170200,9,2026-01-01,2028-01-01,35226000,active
20100079,9,2026-01-01,2028-01-01,35226000,active
20170162,9,2026-01-01,2028-01-01,35226000,active
20230141,9,2026-01-01,2028-01-01,35226000,active
20250151,9,2026-01-01,2028-01-01,35226000,active
20240115,10,2026-01-01,2028-01-01,35226000,active
20160037,10,2026-01-01,2028-01-01,35226000,active
20260313,10,2026-01-01,2028-01-01,35226000,active
20170122,10,2026-01-01,2028-01-01,105678000,active
20190041,10,2026-01-01,2028-01-01,70452000,active
20170166,10,2026-01-01,2028-01-01,35226000,active
20220096,10,2026-01-01,2028-01-01,35226000,active
20190357,10,2026-01-01,2028-01-01,35226000,active
20200310,10,2026-01-01,2028-01-01,35226000,active
20230048,10,2026-01-01,2028-01-01,35226000,active
20100126,10,2026-01-01,2028-01-01,35226000,active
20140041,10,2026-01-01,2028-01-01,52839000,active
20220098,10,2026-01-01,2028-01-01,35226000,active
20090025,10,2026-01-01,2028-01-01,35226000,active
20230239,10,2026-01-01,2028-01-01,35226000,active
20170173,10,2026-01-01,2028-01-01,105678000,active
20260314,10,2026-01-01,2028-01-01,35226000,active
20260312,10,2026-01-01,2028-01-01,35226000,active
20260062,10,2026-01-01,2028-01-01,105678000,active
20190130,10,2026-01-01,2028-01-01,35226000,active
20150151,10,2026-01-01,2028-01-01,35226000,active
20160178,10,2026-01-01,2028-01-01,35226000,active
20130248,10,2026-01-01,2028-01-01,88065000,active
20250360,10,2026-01-01,2028-01-01,35226000,active
20240116,10,2026-01-01,2028-01-01,35226000,active
20250322,10,2026-01-01,2028-01-01,35226000,active
20210125,10,2026-01-01,2028-01-01,35226000,active
20120148,10,2026-01-01,2028-01-01,70452000,active
20230014,10,2026-01-01,2028-01-01,35226000,active
20230015,10,2026-01-01,2028-01-01,35226000,active
20210176,10,2026-01-01,2028-01-01,123291000,active
20180135,10,2026-01-01,2028-01-01,35226000,active
20170040,10,2026-01-01,2028-01-01,35226000,active
20230105,10,2026-01-01,2028-01-01,35226000,active
20190209,10,2026-01-01,2028-01-01,35226000,active
20260315,10,2026-01-01,2028-01-01,35226000,active
20230326,10,2026-01-01,2028-01-01,70452000,active
20190172,10,2026-01-01,2028-01-01,105678000,active
20170097,10,2026-01-01,2028-01-01,70452000,active
20180110,10,2026-01-01,2028-01-01,35226000,active
20170153,11,2026-01-01,2028-01-01,35226000,active
20240315,11,2026-01-01,2028-01-01,35226000,active
20180324,11,2026-01-01,2028-01-01,52839000,active
20220248,11,2026-01-01,2028-01-01,35226000,active
20220112,11,2026-01-01,2028-01-01,35226000,active
20190022,11,2026-01-01,2028-01-01,35226000,active
20210119,11,2026-01-01,2028-01-01,35226000,active
20220139,11,2026-01-01,2028-01-01,35226000,active
20200317,11,2026-01-01,2028-01-01,70452000,active
20230198,11,2026-01-01,2028-01-01,52839000,active
20210273,11,2026-01-01,2028-01-01,35226000,active
20200105,11,2026-01-01,2028-01-01,35226000,active
20220138,11,2026-01-01,2028-01-01,35226000,active
20240278,11,2026-01-01,2028-01-01,35226000,active
20180123,11,2026-01-01,2028-01-01,35226000,active
20200174,11,2026-01-01,2028-01-01,35226000,active
20230103,11,2026-01-01,2028-01-01,35226000,active
20220270,11,2026-01-01,2028-01-01,35226000,active
20200164,11,2026-01-01,2028-01-01,35226000,active
20170022,11,2026-01-01,2028-01-01,88065000,active
20210124,11,2026-01-01,2028-01-01,70452000,active
20230157,11,2026-01-01,2028-01-01,35226000,active
20230332,11,2026-01-01,2028-01-01,70452000,active
20220142,11,2026-01-01,2028-01-01,35226000,active
20250068,11,2026-01-01,2028-01-01,35226000,active
20190154,11,2026-01-01,2028-01-01,52839000,active
20210178,11,2026-01-01,2028-01-01,35226000,active
20210227,11,2026-01-01,2028-01-01,35226000,active
20210162,11,2026-01-01,2028-01-01,35226000,active
20230049,11,2026-01-01,2028-01-01,35226000,active
20180096,11,2026-01-01,2028-01-01,35226000,active
20240183,11,2026-01-01,2028-01-01,35226000,active
20210136,11,2026-01-01,2028-01-01,35226000,active
20190124,11,2026-01-01,2028-01-01,35226000,active
20190127,11,2026-01-01,2028-01-01,35226000,active
20240204,11,2026-01-01,2028-01-01,35226000,active
20260210,12,2026-01-01,2028-01-01,35226000,active
20230341,12,2026-01-01,2028-01-01,35226000,active
20260209,12,2026-01-01,2028-01-01,35226000,active
20220053,12,2026-01-01,2028-01-01,35226000,active
20100131,12,2026-01-01,2028-01-01,35226000,active
20120116,12,2026-01-01,2028-01-01,35226000,active
20160072,12,2026-01-01,2028-01-01,35226000,active
20200029,12,2026-01-01,2028-01-01,35226000,active
20240332,12,2026-01-01,2028-01-01,35226000,active
20190048,12,2026-01-01,2028-01-01,35226000,active
20140134,12,2026-01-01,2028-01-01,35226000,active
20240209,12,2026-01-01,2028-01-01,35226000,active
20230080,12,2026-01-01,2028-01-01,35226000,active
20260208,12,2026-01-01,2028-01-01,35226000,active
20190114,12,2026-01-01,2028-01-01,35226000,active
20140102,12,2026-01-01,2028-01-01,35226000,active
20250048,12,2026-01-01,2028-01-01,35226000,active
20220148,12,2026-01-01,2028-01-01,35226000,active
20250047,12,2026-01-01,2028-01-01,35226000,active
20240210,12,2026-01-01,2028-01-01,35226000,active
20260309,12,2026-01-01,2028-01-01,35226000,active
20220186,12,2026-01-01,2028-01-01,35226000,active
20260211,12,2026-01-01,2028-01-01,35226000,active
20120151,12,2026-01-01,2028-01-01,35226000,active
20240224,12,2026-01-01,2028-01-01,35226000,active
20250049,12,2026-01-01,2028-01-01,35226000,active
20260230,13,2026-01-01,2028-01-01,35226000,active
20240046,13,2026-01-01,2028-01-01,35226000,active
20230033,13,2026-01-01,2028-01-01,35226000,active
20150030,13,2026-01-01,2028-01-01,70452000,active
20210133,13,2026-01-01,2028-01-01,35226000,active
20260233,13,2026-01-01,2028-01-01,35226000,active
20150101,13,2026-01-01,2028-01-01,52839000,active
20140113,13,2026-01-01,2028-01-01,35226000,active
20160122,13,2026-01-01,2028-01-01,35226000,active
20230094,13,2026-01-01,2028-01-01,35226000,active
20230338,13,2026-01-01,2028-01-01,35226000,active
20220175,13,2026-01-01,2028-01-01,35226000,active
20220176,13,2026-01-01,2028-01-01,35226000,active
20230158,13,2026-01-01,2028-01-01,35226000,active
20260318,13,2026-01-01,2028-01-01,35226000,active
20190115,13,2026-01-01,2028-01-01,35226000,active
20250215,13,2026-01-01,2028-01-01,35226000,active
20230258,13,2026-01-01,2028-01-01,35226000,active
20250217,13,2026-01-01,2028-01-01,35226000,active
20240304,13,2026-01-01,2028-01-01,35226000,active
20260229,13,2026-01-01,2028-01-01,35226000,active
20260270,13,2026-01-01,2028-01-01,176130000,active
20160006,13,2026-01-01,2028-01-01,35226000,active
20250216,13,2026-01-01,2028-01-01,35226000,active
20180280,13,2026-01-01,2028-01-01,35226000,active
20260231,13,2026-01-01,2028-01-01,35226000,active
20260232,13,2026-01-01,2028-01-01,35226000,active
20150157,13,2026-01-01,2028-01-01,35226000,active
20250230,13,2026-01-01,2028-01-01,35226000,active
20250202,13,2026-01-01,2028-01-01,35226000,active
20230124,13,2026-01-01,2028-01-01,35226000,active
20160031,13,2026-01-01,2028-01-01,35226000,active
20230340,14,2026-01-01,2028-01-01,35226000,active
20260240,14,2026-01-01,2028-01-01,35226000,active
20190142,14,2026-01-01,2028-01-01,52839000,active
20190049,14,2026-01-01,2028-01-01,52839000,active
20260241,14,2026-01-01,2028-01-01,35226000,active
20260242,14,2026-01-01,2028-01-01,35226000,active
20240152,14,2026-01-01,2028-01-01,35226000,active
20220152,14,2026-01-01,2028-01-01,35226000,active
20230099,14,2026-01-01,2028-01-01,35226000,active
20160236,14,2026-01-01,2028-01-01,35226000,active
20240222,14,2026-01-01,2028-01-01,35226000,active
20200162,14,2026-01-01,2028-01-01,35226000,active
20100163,14,2026-01-01,2028-01-01,52839000,active
20210079,14,2026-01-01,2028-01-01,35226000,active
20220187,14,2026-01-01,2028-01-01,35226000,active
20260243,14,2026-01-01,2028-01-01,35226000,active
20180118,14,2026-01-01,2028-01-01,52839000,active
20220180,14,2026-01-01,2028-01-01,35226000,active
20240190,14,2026-01-01,2028-01-01,70452000,active
20220340,14,2026-01-01,2028-01-01,35226000,active
20250221,14,2026-01-01,2028-01-01,35226000,active
20190347,14,2026-01-01,2028-01-01,35226000,active
20230316,14,2026-01-01,2028-01-01,35226000,active
20230163,14,2026-01-01,2028-01-01,70452000,active
20210155,14,2026-01-01,2028-01-01,35226000,active
20210291,14,2026-01-01,2028-01-01,35226000,active
20140081,14,2026-01-01,2028-01-01,35226000,active
20240322,14,2026-01-01,2028-01-01,35226000,active
20200035,14,2026-01-01,2028-01-01,35226000,active
20160115,14,2026-01-01,2028-01-01,105678000,active
20240297,14,2026-01-01,2028-01-01,35226000,active
20230342,14,2026-01-01,2028-01-01,35226000,active
20260272,14,2026-01-01,2028-01-01,35226000,active
20250026,14,2026-01-01,2028-01-01,35226000,active
20220114,14,2026-01-01,2028-01-01,52839000,active
20260271,14,2026-01-01,2028-01-01,35226000,active
20240151,14,2026-01-01,2028-01-01,35226000,active
20220145,14,2026-01-01,2028-01-01,140904000,active
20210261,14,2026-01-01,2028-01-01,35226000,active
20250332,15,2026-01-01,2028-01-01,35226000,active
20110166,15,2026-01-01,2028-01-01,35226000,active
20200062,15,2026-01-01,2028-01-01,35226000,active
20250198,15,2026-01-01,2028-01-01,35226000,active
20220154,15,2026-01-01,2028-01-01,35226000,active
20240054,15,2026-01-01,2028-01-01,35226000,active
